OBJECTID,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,COLOUR_1,COLOUR_2,CONSIS_DRY,CONSIS_MST,CONSIS_PLS,CONSIS_WET,MOTTLE_FRQ,MOTTLE_SZE,ROOT_FREQ,ROOT_LOCTN,ROOT_ORIEN,ROOT_THICK,S_PRM_GRAD,S_PRM_KIND,S_PRM_MOD,S_PRM_SIZE,S_SEC_GRAD,S_SEC_KIND,S_SEC_MOD,S_SEC_SIZE,SALINITY,EFFERVESC
695,2034,2,10,19,100yr2010," ",Hard,Firm,"Very plastic"," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Weak
696,2034,3,19,26,"025y 4030"," ",Hard,Firm,"Very plastic"," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Weak
697,2034,4,26,58,"050y 4030"," ",Hard,Firm,"Very plastic"," ",Few,Fine," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Moderate
698,2034,5,58," ","050y 4030"," ",Hard,Firm,"Very plastic"," ",Few,Fine," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Moderate
699,2036,1,0,8," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
700,2036,2,8,18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
701,2037,2,0,8," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
702,2037,3,8,18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
703,2038,2,0,5," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
704,2038,3,5,20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
705,2039,1,8,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
706,2039,2,0,8,100yr5510," "," "," "," "," "," "," "," "," "," "," "," ",Platy," "," "," "," "," "," "," "," "
707,2039,3,8,15,100yr4010," "," "," "," "," "," "," "," "," "," "," "," ",Columnar," "," "," "," "," "," "," "," "
708,2039,4,15,31,100yr3020," "," "," "," "," "," "," "," "," "," "," "," ",Columnar," "," "," "," "," "," "," "," "
709,2039,5,31,41,100yr4020," "," "," "," "," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," "," "
710,2039,6,41,66,100yr4020," "," "," "," "," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," ",Moderate
711,2039,7,66," ",100yr4510," "," "," "," "," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," ",Strong
712,204,1,0,23,100yr4030," ",Hard," ",Slightly," "," "," "," "," "," "," ","Moderate to strong","Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
713,204,2,23,50,100yr5535," ","Slightly hard"," ",Nonplastic," "," "," "," "," "," "," ","Moderate to strong","Sub-angular blocky"," ","Medium to coarse"," "," "," "," "," ",Weak
714,204,3,50,65,100yr7020," ",Soft," ",Nonplastic," "," "," "," "," "," "," ","Weak to moderate","Sub-angular blocky"," ",Coarse," "," "," "," "," ",Moderate
715,204,4,65," ",100yr6030," ",Soft," ",Nonplastic," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Moderate
716,2040,2,0,5,100yr4010,100yr6010,"Slightly hard",Friable," "," "," "," "," "," "," "," ",Weak,Granular," ","Fine to medium"," "," "," "," "," "," "
717,2040,3,5,8,100yr2010,100yr5010,"Slightly hard",Friable," "," "," "," "," "," "," "," ",Moderate,Platy," ",Fine," "," "," "," "," "," "
718,2040,4,8,15,100yr3020,100yr4020,"Very hard","Very firm"," "," "," "," "," "," "," "," "," ",Columnar," ","Medium to coarse"," "," "," "," "," "," "
719,2040,5,15,31,100yr3020,100yr4020,"Very hard","Very firm"," "," "," "," "," "," "," "," ",Strong,Massive," ",Fine," "," "," "," "," "," "
720,2040,6,31,46,"025y 3020"," "," "," ","Very plastic",Sticky," "," "," "," "," "," "," ",Massive," "," "," "," "," "," "," "," "
721,2040,7,46," ","025y 4020"," "," "," ","Very plastic",Sticky," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
722,2041,1,0,5," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
723,2041,2,5,30,050yr3520," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
724,2041,3,30,66,050yr3520," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
725,2041,4,66,83,050yr3520," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
726,2041,5,83,91,050yr2010," "," ",Firm," "," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," "," "
727,2041,6,91,106,"050y 2010"," "," ",Firm," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
728,2041,7,106," ",050gy5010," "," ",Firm," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
729,2042,1,4,0,100yr2020," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
730,2042,2,0,4,100yr6020,100yr7010,Soft,Loose,Nonplastic," "," "," "," "," "," "," ",Weak,Platy," ",Medium," "," "," "," "," "," "
731,2042,3,4,15,100yr3540,100yr4040,Hard,Friable,"Very plastic"," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
732,2042,4,15," ",100yr6030,100yr7020,"Very hard",Friable,"Very plastic"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Strong
733,2043,1,4,0,100yr2020," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
734,2043,2,0,13,100yr3530,100yr5030,Hard,Friable,Nonplastic," "," "," "," "," "," "," "," ","Sub-angular blocky"," ",Medium," "," "," "," "," "," "
735,2043,3,13," ",100yr6030,100yr7020,Hard,Friable," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Strong
736,2044,1,4,0," "," "," "," "," "," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," "," "
737,2044,2,0,3," "," ",Hard,"Very firm","Very plastic",Sticky," "," "," "," "," "," ",Weak,Platy," ",Fine," "," "," "," "," "," "
738,2044,3,3,10," "," ",Extreme,"Very firm","Very plastic",Sticky," "," "," "," "," "," ",Strong,"Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
739,2044,4,10,20," "," ",Extreme,"Very firm","Very plastic",Sticky," "," "," "," "," "," ",Strong,Columnar," ",Coarse," "," "," "," "," "," "
740,2044,5,20,31," "," ",Extreme,"Very firm","Very plastic",Sticky," "," "," "," "," "," ",Moderate,Columnar," ",Coarse," "," "," "," "," "," "
741,2044,6,31,71," "," ","Very hard",Firm,"Very plastic",Sticky," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," "," "
742,2044,7,71," "," "," ",Hard,Friable,"Very plastic",Sticky," "," "," "," "," "," ",Weak,Granular," ",Coarse," "," "," "," "," ",Moderate
743,2045,1,5,0,100yr2520," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
744,2045,2,0,4,100yr4520,100yr6020,Hard,Firm," "," "," "," "," "," "," "," ",Weak,"Sub-angular blocky"," ",Coarse," "," "," "," "," "," "
745,2045,3,4,15,100yr4510,100yr6015,Extreme,"Very firm"," "," "," "," "," "," "," "," "," ",Prismatic," ",Coarse," "," "," "," "," "," "
746,2045,4,15,31,"025y 4020",100yr5520,Extreme,"Very firm"," "," "," "," "," "," "," "," "," ",Prismatic," ",Coarse," "," "," "," "," "," "
747,2045,5,31,66,100yr4020,100yr5530,Extreme,"Very firm"," "," "," "," "," "," "," "," "," ",Massive," "," "," "," "," "," "," ",Strong
748,2045,6,66," ","025y 4520","025y 6020",Hard,Friable,Plastic," "," "," "," "," "," "," ","Very weak",Granular," ",Coarse," "," "," "," "," ",Strong
749,2047,1,0,15,100yr2010," ","Very hard"," ",Slightly," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
750,2047,2,15,25,100yr3010," "," "," ",Slightly," "," "," "," "," "," "," ",Weak,Granular," ",Coarse," "," "," "," "," "," "
751,2047,3,25,46,"025y 4020"," "," "," ","Very plastic"," "," "," "," "," "," "," ",Weak,Granular," ",Medium," "," "," "," "," "," "
752,2047,4,46," ","025y 4520"," "," "," ","Very plastic"," "," "," "," "," "," "," ",Weak,Granular," ",Medium," "," "," "," "," ",Weak
753,2048,1,36,15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
754,2048,2,15,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
755,2048,3,0,10,100yr2010," ","Very hard"," "," ",Sticky," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," ",Weakly," "
756,2048,4,10,56,"025y 5020"," ","Very hard"," "," ",Sticky," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," ",Weakly,Weak
757,2049,1,2,0,100yr3010," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
758,2049,2,0,4,100yr6020,100yr8010,Soft,Friable," "," "," "," "," "," "," "," ",Moderate,Platy," ",Fine," "," "," "," "," "," "
759,2049,3,4,13,100yr3030,100yr4030,"Slightly hard",Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Medium," "," "," "," "," ","Very weak"
760,2049,4,13,18,100yr5020,100yr5020,"Slightly hard",Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Medium," "," "," "," "," ",Weak
761,2049,5,18," ",100yr6030,100yr8020,"Slightly hard",Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Moderate
762,205,1,0,11,100yr5020," ",Loose," "," "," "," "," "," "," "," "," ",Weak,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
763,205,2,11,22,100yr4040," "," ",Friable," "," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
764,205,3,22,48,100yr4535," "," ",Friable," "," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," ","Medium to coarse"," "," "," "," "," ",Strong
765,205,4,48,70,100yr6030,100yr4030," ",Friable," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Strong
766,205,5,70,92,100yr6020,100yr4030," ",Friable," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
767,2050,1,3,0,100yr2010," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
768,2050,2,0,5,100yr4020," "," ",Firm," "," "," "," "," "," "," "," "," ",Granular," ",Medium," "," "," "," "," "," "
769,2050,3,5,10,100yr3020," "," ",Firm," "," "," "," "," "," "," "," "," ",Granular," ",Medium," "," "," "," "," "," "
770,2050,4,10,15,100yr4020," "," ",Firm," "," "," "," "," "," "," "," "," ",Granular," ",Medium," "," "," "," "," ",Weak
771,2050,5,15,25,100yr5020," "," "," "," ",Nonsticky," "," "," "," "," "," ",None," "," "," "," "," "," "," "," ",Strong
772,2050,6,25," ",100yr5020," "," "," "," ",Nonsticky," "," "," "," "," "," ",None," "," "," "," "," "," "," "," ",Strong
773,2051,1,5,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
774,2051,2,0,3," "," ",Hard,Firm,Plastic," "," "," "," "," "," "," ",Weak,Platy," ",Coarse," "," "," "," "," "," "
775,2051,3,3,33," "," ","Very hard","Very firm",Plastic," "," "," "," "," "," "," ",Strong,"Sub-angular blocky"," "," "," "," "," "," "," "," "
776,2051,4,33,53," "," ","Slightly hard",Friable,Plastic," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," "," "
777,2051,5,53," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Weak
778,2052,1,3,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
779,2052,2,0,5,100yr6020," "," "," "," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
780,2052,3,5,15,100yr3020," "," "," "," "," "," "," "," "," "," "," "," ",Granular," ","Very fine"," "," "," "," "," "," "
781,2052,4,15,31,100yr4030," "," "," "," "," "," "," "," "," "," "," "," ",Granular," ",Fine," "," "," "," "," ",Weak
782,2052,5,31,41,100yr6020," "," "," "," "," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," ",Strong
783,2052,6,41," ",100yr6020," "," "," "," "," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," ",Strong
784,2053,1,5,0," "," "," ","Very friable"," "," "," "," "," "," "," "," "," ",Platy," ",Medium," "," "," "," "," ",Weak
785,2053,2,0,3,100yr4030,100yr6020,Loose,Friable,Nonplastic,Nonsticky," "," "," "," "," "," ",Weak,Platy," ",Medium," "," "," "," "," "," "
786,2053,3,3,18,100yr3030,100yr4030,Hard,Firm,"Very plastic",Sticky," "," "," "," "," "," ",Moderate,Granular," ",Medium," "," "," "," "," "," "
787,2053,4,18,30,100yr3020," ",Loose,Loose,"Very plastic",Nonsticky," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Weak
788,2053,5,30,56,100yr5030," ",Loose,Loose,"Very plastic",Nonsticky," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
789,2053,6,56," ",100yr6510," ",Loose,Loose,"Very plastic",Nonsticky," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Strong
790,2055,1,5,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
791,2055,2,0,5,100yr3020," "," "," "," "," "," "," "," "," "," "," "," ",Granular," ",Fine," "," "," "," "," "," "
792,2055,3,5,15,100yr2010," "," "," "," "," "," "," "," "," "," "," "," ",Granular," ",Medium," "," "," "," "," "," "
793,2055,4,15,25,100yr3020," "," "," "," "," "," "," "," "," "," "," "," ",Granular," ",Medium," "," "," "," "," ",Weak
794,2055,5,25," ",100yr5020," "," "," "," "," "," "," "," "," "," "," "," ",Massive," "," "," "," "," "," "," ",Moderate
795,2056,1,3,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
796,2056,2,0,5,100yr3010,100yr4510," ",Firm," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," "," "
797,2056,3,5,28,100yr2015," "," ",Firm," "," "," "," "," "," "," "," ",Strong,Granular," ",Fine," "," "," "," "," "," "
798,2056,4,28,38,100yr5020," "," ",Firm," "," "," "," "," "," "," "," ",Strong,Granular," ",Fine," "," "," "," "," ",Weak
799,2056,5,38," ",100yr7020,100yr6040," "," "," ",Sticky," "," "," "," "," "," ",Moderate,"Angular blocky"," ","Fine to medium"," "," "," "," "," ",Strong
800,2058,1,3,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
801,2058,2,0,3,"050y 3010",050yr4010,Hard,Friable,"Very plastic"," "," "," "," "," "," "," ",Moderate,Granular," ",Medium," "," "," "," "," "," "
802,2058,3,3,18,"050y 4010",050yr4510,Hard,Friable,"Very plastic"," ",Common," "," "," "," "," ",Moderate,Granular," ",Medium," "," "," "," "," "," "
803,2058,4,18," ","050y 7010",100yr8010,"Very hard",Firm,"Very plastic"," ",Common," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
804,2059,1,8,0,050yr2020," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
805,2059,2,0,3,100yr3510," "," "," "," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," "," "
806,2059,3,3,23,"050y 2510"," "," "," "," "," "," "," "," "," "," "," ",Moderate,Granular," ",Medium," "," "," "," "," "," "
807,2059,4,23,41,"050y 5020"," "," "," "," "," "," "," "," "," "," "," ",Weak,Granular," ",Medium," "," "," "," "," ",Weak
808,2059,5,41," ","050y 6030"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Moderate
809,2061,1,1,0,100yr2020," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
810,2061,2,0,6,100yr3520," "," ",Friable," "," "," "," "," "," "," "," ",Moderate,Platy," ","Fine to medium"," "," "," "," "," "," "
811,2061,3,6,13,100yr5020," "," ","Very friable"," "," "," "," "," "," "," "," ",Moderate,Platy," ","Fine to medium"," "," "," "," "," "," "
812,2061,4,13,23,100yr2520," "," ",Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ","Medium to coarse"," "," "," "," "," "," "
813,2062,1,3,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
814,2062,2,0,4,100yr4520,100yr6020," "," "," "," "," "," "," "," "," "," ",Weak,Platy," ",Fine," "," "," "," "," "," "
815,2062,3,4,18,100yr3030,100yr3530," "," "," "," "," "," "," "," "," "," ",Moderate,Granular," ",Coarse," "," "," "," "," "," "
816,2062,4,18," ",100yr6030,100yr7020," "," "," "," "," "," "," "," "," "," "," ","Single grained"," "," "," "," "," "," "," ",Strong
817,2063,1,3,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
818,2063,2,0,4,100yr4520,100yr6020,Hard,Firm,Slightly," "," "," "," "," "," "," ",Weak,Platy," ",Fine," "," "," "," "," "," "
819,2063,3,4,18,100yr3030,100yr3530,Hard,Firm,Slightly," "," "," "," "," "," "," ",Moderate,Granular," ",Coarse," "," "," "," "," "," "
820,2063,4,18," ",100yr6030,100yr7020,"Very hard","Very firm",Slightly," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Strong
821,2064,1,5,0,100yr2020," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
822,2064,2,0,15,100yr3010,100yr4010," ",Firm," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," "," "
823,2064,3,15," ","025y 7020"," "," "," ",Slightly," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Moderate
824,2065,1,5,0,050yr2010," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
825,2065,2,0,3,100yr2010," ",Soft,Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," "," "
826,2065,3,3,13,100yr3530," ",Soft,Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Medium," "," "," "," "," "," "
827,2065,4,13,20,"050y 6030"," ","Slightly hard",Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Medium," "," "," "," "," ",Weak
828,2065,5,20,33,"050y 7020"," ",Hard,Friable," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Moderate
829,2065,6,33," ","050y 7030"," ",Hard,Friable," "," ",Common," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Moderate
830,2066,1,5,0,100yr2010," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
831,2066,2,0,5,100yr6030,100yr7020," ",Loose,Nonplastic,Nonsticky," "," "," "," "," "," ",Moderate,Platy," ",Medium," "," "," "," "," "," "
832,2066,3,5,20,100yr4040,100yr6030,Soft,Firm,"Very plastic",Sticky," "," "," "," "," "," ",Weak,Granular," ",Medium," "," "," "," "," "," "
833,2066,4,20," ",100yr7020,100yr8010,Hard," "," "," "," "," "," "," "," "," ",Weak,Granular," ",Coarse," "," "," "," "," ",Strong
834,2069,1,3,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
835,2069,2,0,13,100yr3020," "," "," "," "," "," "," "," "," "," "," "," ",Granular," ",Medium," "," "," "," "," "," "
836,2069,3,13,20,100yr2510," "," "," "," "," "," "," "," "," "," "," "," ",Granular," ",Medium," "," "," "," "," "," "
837,2069,4,20,25,100yr3020," "," "," "," "," "," "," "," "," "," "," "," ",Granular," ",Medium," "," "," "," "," ",Weak
838,2069,5,25," ",100yr4020," "," "," "," "," "," "," "," "," "," "," ",None," "," "," "," "," "," "," "," ",Moderate
839,207,1,0,16,100yr3030,100yr5030," ","Very friable",Slightly," "," "," "," "," "," "," ","Very weak","Sub-angular blocky"," ",Fine," "," "," "," "," "," "
840,207,2,16,28,100yr4030," "," ","Very friable",Slightly," "," "," "," "," "," "," ","Weak to moderate","Sub-angular blocky"," ","Fine to medium"," "," "," "," "," "," "
841,207,3,28,62,100yr4540," "," ","Very friable",Slightly," "," "," "," "," "," "," ","Weak to moderate","Sub-angular blocky"," ","Fine to medium"," "," "," "," "," ",Strong
842,207,4,62,100,100yr4530," "," ",Friable,Plastic," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Strong
843,2070,1,0,25,050yr4080," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
844,2070,2,25,50,050yr2520," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
845,2070,3,50,91,050yr3040," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
846,2070,4,91,129,050yr3020," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
847,2070,5,129,137,"050y 2010"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
848,2070,6,137,157,"050y 4010"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
